Prediction_Date,Actual_Price,Predicted_LSTM_Price,Predicted_ARIMA_Price
2023-07-01 00:00:00,920.4296808,919.5999146,N/A
2023-08-01 00:00:00,920.4296808,919.5999146,N/A
2023-09-01 00:00:00,920.4296808,919.5999146,N/A
2023-10-01 00:00:00,920.4296808,919.5999146,N/A
2023-11-01 00:00:00,920.4296808,919.5999146,N/A
2023-12-01 00:00:00,920.4296808,919.5999146,N/A
2024-01-01 00:00:00,920.4296808,919.5999146,N/A
2024-02-01 00:00:00,920.4296808,919.5999146,N/A
2024-03-01 00:00:00,920.4296808,919.5999146,N/A
2024-04-01 00:00:00,920.4296808,919.5999146,N/A
2024-05-01 00:00:00,920.4296808,919.5999146,N/A
2024-06-01 00:00:00,920.4296808,919.5999146,N/A
2024-07-01 00:00:00,920.4296808,919.5999146,N/A
2024-08-01 00:00:00,920.4296808,919.5999146,N/A
2024-09-01 00:00:00,920.4296808,919.5999146,N/A
2024-10-01 00:00:00,920.4296808,919.5999146,N/A
2024-11-01 00:00:00,920.4296808,919.5999146,N/A
2024-12-01 00:00:00,920.4296808,919.5999146,N/A
2025-01-01 00:00:00,920.4296808,919.5999146,N/A
2025-02-01 00:00:00,920.4296808,919.5999146,N/A
2025-03-01 00:00:00,920.4296808,919.5999146,N/A
2025-04-01 00:00:00,920.4296808,919.5999146,N/A
